Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"The local development project is described as ""Providing water supply scheme at Maradagi(SM) village in jewargi taluka"". It is located in village Maradagi S, of gram panchayat Sathkhed in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Technical Approval"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""SCP Extention of Pipeline to New OHT at DODDALATHURU Village"". It is located in village Chikkaalaththuru, of gram panchayat Koudalli in taluk Kollegala of district Chamarajanagara. The estimated cost of the work is Rs. 300000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing pipeline extension at Madibag in Kadwad G.P Karwar Taluka"". It is located in village Kadavad, of gram panchayat Kadawada in taluk Karwar of district Uttara Kannada. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Technical Approval"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Construction of OHT in Goudageri Village in Kundgol Taluk"". It is located in village Goudageri, of gram panchayat Goudageri in taluk Kundgol of district Dharwar. The estimated cost of the work is Rs. 28444.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""PROVIDING REVIVAL OF PWS AT SANYASIPALLI VILLAGE IN THIMMARAVUTHANAHALLII GP OF MULBAGAL TALUK."". It is located in village Sanyasipalli, of gram panchayat Thimmaravutanahalli in taluk Mulbagal of district Kolar. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENTS TO ROAD FROM KATHOLLI VILLAGE TO NAGUR VILLAGE IN KALABURGI TALUKA (KM 0.00 TO 3.00)"". It is located in village Kattolli, of gram panchayat Holakunda in taluk Kalaburagi of district Kalaburagi. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Water Supply to anganwadi Centre at Taplera Doddi village in Deodurga Taluka"". It is located in village Jalahalli, of gram panchayat Jalahalli in taluk nan of district Raichur. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Work Order"" and has taken 2 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""(SDP)-Providing PWS to Madihalli(Thubinakere) and other villages.in Kodigehalli GP In Kunigal"". It is located in village Madihalli, of gram panchayat Kodigehalli in taluk Kunigal of district Tumakuru. The estimated cost of the work is Rs. 2000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""development of road at aranakatte village kalarikaval g p magadi tq"". It is located in village Kalari, of gram panchayat Kalari Kaval in taluk Magadi of district Ramanagara. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Borewell at Kyalakonda Village near Basavaraj Shiggavi land"". It is located in village Kyalakonda, of gram panchayat Kyalakonda in taluk Shiggaon of district Haveri. The estimated cost of the work is Rs. 135956.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Extension of Pipeline from Chikkenkoppa nala to Chikkenkoppa Village"". It is located in village Chikkeenkoppa, of gram panchayat Mandalageri in taluk Yelburga of district Koppal. The estimated cost of the work is Rs. 400000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of borewell at Budnahatty L.Hatty village in Challakere Taluk"". It is located in village Budnahatty Lambanihatty, of gram panchayat Budnahatti in taluk Challakere of district Chitradurga. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing water supply to Anganavadi no 60 at Harti village in Gadag taluk"". It is located in village Harti, of gram panchayat Harti in taluk Gadag of district Gadag. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of borewell at Badamaranahalli B.W.2(Kere kodi) habitation in Bargur G.P"". It is located in village Baragur, of gram panchayat Baragur in taluk Sira of district Tumakuru. The estimated cost of the work is Rs. 107000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Repairs To Cistrn At Halhalli K Village"". It is located in village Halhalli (K), of gram panchayat Byalhalli in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 35000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Improvement CC Road Infrent of Nakkalahalli Sadashiva Reddy house in Gouribidanuru Taluku"". It is located in village Nakkalahally, of gram panchayat Nakkalahalli in taluk Gauribidanur of district Chikkaballapura. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Physically Complete"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing installing & Commissioning of 1000 LPH capacity fully automatic Water Purification Plant in Jai Bharat Colony Village in Dharwad Taluk"". It is located in village Honnapur, of gram panchayat Honnapura in taluk Dharwad of district Dharwar. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,1,0,"The local development project is described as ""Providing CC ROad and Drain Work at Konaludoddi Village in Kanakapura Taluk"". It is located in village Doddamaralawadi, of gram panchayat Doddamaralawadi in taluk Kanakapura of district Ramanagara. The estimated cost of the work is Rs. 1000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Construction of Sabha Bhavana in AK Colony (S C Colony) Under Gramavikasa Yojane @ Rajagondanahalli Village in Channagiri Taluk"". It is located in village Rajagondanahalli, of gram panchayat Rajagondanahalli in taluk Channagiri of district Davanagere. The estimated cost of the work is Rs. 988000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Providing School Water Supply to G.H.P.S.Aluru in Sarthvalli GP, Tiptur Taluk"". It is located in village Alur, of gram panchayat Sarthavalli in taluk Tiptur of district Tumakuru. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Water Supply Scheme To Tellongi Village In Afzalpur Taluka"". It is located in village Telongi, of gram panchayat Nandaraga in taluk Afzalpur of district Kalaburagi. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC221116 Cleaning and Deepening the Borewell at Bommenahalli Village in Aggunda GP in Arsikere Taluk"". It is located in village Bommenahalli, of gram panchayat Aggunda in taluk Arsikere of district Hassan. The estimated cost of the work is Rs. 55000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Bar Bed Fancing to General Grave at Lakhangaon village in Bhalki Taluka"". It is located in village Lakhangaon, of gram panchayat Lakhangaon in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
