Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"The local development project is described as ""Providing pipeline and pump motar and drilling borewell for PWS Scheme for Saraswatihatti village in HIriyur Taluk"". It is located in village Saraswathihatti, of gram panchayat Dindavara in taluk Hiriyur of district Chitradurga. The estimated cost of the work is Rs. 380000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC251018 Drilling of Borewell for Source to RO Plant and PWS at Hagalur Village"". It is located in village Hagaluru, of gram panchayat H. Hosahalli in taluk Siruguppa of district Ballari. The estimated cost of the work is Rs. 120000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Borewell at Bendagoddu Village in Uyyambahalli Gp in Kanakapura Tq"". It is located in village Bendgundlu, of gram panchayat Uyyamballi in taluk Kanakapura of district Ramanagara. The estimated cost of the work is Rs. 150000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP Sinking of 2 borewell at Bidarakere village"". It is located in village Bidarekere, of gram panchayat Rangenahalli in taluk Hiriyur of district Chitradurga. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Pipe line Extension to Belapu HC in Belapu GP."". It is located in village Belapu , of gram panchayat Belapu in taluk Udupi of district Udupi. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Repairs to BCM Hostel Building at Bhatambra village in Bhalki Taluka."". It is located in village Bhatambra, of gram panchayat Bhatambra in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 70000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Repairs to Plattform and Impronements Roads in Shivnor Village"". It is located in village Shivnnur, of gram panchayat Ginal in taluk Wadegera of district Yadgir. The estimated cost of the work is Rs. 48300.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Providing Drinking Water Pipe Line in SC Colony at Atanur Village"". It is located in village Atnoor, of gram panchayat Atnoor in taluk Manvi of district Raichur. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,1,0,"The local development project is described as ""Providing Operation and Maintainence for Multi Village Water Supply Scheme to Kudala & Other 4 Village in HNL Tq"". It is located in village Kudal, of gram panchayat Kudal in taluk Hanagal of district Haveri. The estimated cost of the work is Rs. 7442000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Water Supply Scheme to HPS Sangedevarkoppa Village in Kalaghatagi Taluk"". It is located in village Sangedevarakoppa, of gram panchayat Madakihonnalli in taluk Kalghatgi of district Dharwar. The estimated cost of the work is Rs. 99416.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Cabinet sub committee not approved Drilling Borewell at Doddanagara village of Biradahalli GP in Sakaleshpura Tq."". It is located in village Doddanagara, of gram panchayat Biradahalli in taluk Sakaleshpur of district Hassan. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Providing CC Road From Mannur Village Main Road to Chand Kawate House at Mannur Village in Afzalpur Taluka"". It is located in village Mannur, of gram panchayat Mannur in taluk Afzalpur of district Kalaburagi. The estimated cost of the work is Rs. 200000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Essential work to Anganwadi Kendra at ilhal village in Basavakalyan Taluka."". It is located in village Illhal, of gram panchayat Gundur in taluk Basavakalyan of district Bidar. The estimated cost of the work is Rs. 30000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""water supply to K Kanaburu colony Anganawadi K Kanabuu muthinakoppa GP N R Pura tq"". It is located in village K.Kanabur, of gram panchayat Muttinakoppa in taluk Narasimharajapura of district Chikkamagaluru. The estimated cost of the work is Rs. 25000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing DWS Scheme to LPS at Vaddarahalli village K.R.Pet Taluk"". It is located in village Vaddarahally, of gram panchayat Lakshmipura in taluk Krishnarajpet of district Mandya. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC22022017 HNR Drilling of Borewell near Govt. Pre Metrik Boys Hostel at Managally Village in Kollegal Taluk"". It is located in village Managalli, of gram panchayat Managalli in taluk Kollegala of district Chamarajanagara. The estimated cost of the work is Rs. 90000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC220217 Sinking of Borewell at Thigalarapalya village in B.D.Pura G.P"". It is located in village Bommaladevipura, of gram panchayat B.D.Pura in taluk Koratagere of district Tumakuru. The estimated cost of the work is Rs. 180000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Drinking Water Supply to Anganavadi building at Giriyammanapalya village in Hosakere G.P in Madhugiri Taluk"". It is located in village Hosakere, of gram panchayat Hosakere in taluk Madhugiri of district Tumakuru. The estimated cost of the work is Rs. 19000.0. The current status of the work is described as ""Measurement Stage"" and has taken 2 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing M W S Secame to Nanjapura villege in Angarekanahalli G P Cbpur Taluk & Dist"". It is located in village Ramachandra Hosur, of gram panchayat Angarekanahalli in taluk Chikballapur of district Chikkaballapura. The estimated cost of the work is Rs. 700000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,1,1,"The local development project is described as ""Providing Piped water supply in MADDERU village & 25 Household Connection Existing Scheme in Holalkere Taluk"". It is located in village Madderu, of gram panchayat Madderu in taluk Holalkere of district Chitradurga. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Clearing of Drain in Ward No. 2 in Mudhol Village"". It is located in village Mudol, of gram panchayat Mudol in taluk Sedam of district Kalaburagi. The estimated cost of the work is Rs. 15000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
